DATE,NATIONAL_AUCTION_SALES,NATIONAL_TOTAL_SALES,TEXAS_AUCTION_SALES,avg_price_steers_ML1,avg_price_steers_ML1_2,avg_price_heifers_ML1,avg_price_heifers_ML1_2,AVG_PRICE_AUCTION,CORN_FUTURES_TYPICAL_PRICE,FEEDER_CATTLE_FUTURES_TYPICAL_PRICE,US_MXN_RATES,CPI_US,DIESEL_RETAIL_PRICE,FEDERAL_INTEREST_RATE
2017-11-03,331900.0,401300.0,7900.0,170.71,147.06,156.33,139.98,153.52,3.489166667,1.605916667,19.194,246.669,2.819,1.15
2017-11-10,358200.0,403800.0,8400.0,162.35,155.06,147.18,134.76,149.8375,3.4611666667999996,1.5883666666,19.07816,246.669,2.882,1.16
2017-11-17,320200.0,349000.0,9500.0,163.44,147.48,148.66,134.15,148.4325,3.3958333332,1.5683999998,19.1005,246.669,2.915,1.16
2017-11-24,89800.0,101900.0,800.0,164.69,133.68333333333334,146.84666666666666,137.5,151.095,3.44104166675,1.5176041665,18.71374,246.669,2.912,1.16
2017-12-01,257400.0,306100.0,2200.0,158.24,119.88666666666667,145.03333333333333,138.22,138.22,3.3993333336,1.5385333334,18.58794,246.524,2.926,1.16
2017-12-08,334300.0,354400.0,3200.0,151.79,106.09,143.22,134.47,133.8925,3.4000000002,1.4725,18.819300000000002,246.524,2.922,1.15
2017-12-15,243800.0,284100.0,6800.0,150.44,138.53,144.07,131.68,141.18,3.3938333334,1.4635,19.1014,246.524,2.91,1.16
2017-12-22,133600.0,157000.0,3300.0,150.12,142.59,138.76,132.14,140.9025,3.4918333334,1.4416333334,19.3333,246.524,2.901,1.41
2017-12-29,124800.0,150000.0,3400.0,149.965,143.57999999999998,140.64499999999998,133.76999999999998,143.26958335,3.52062499975,1.4495624999999999,19.72896,246.524,2.903,1.42
2018-01-05,116000.0,143000.0,3500.0,149.81,144.57,142.53,135.4,145.6366667,3.52187499975,1.48656250025,19.39904,247.867,2.973,1.37
2018-01-12,372300.0,530300.0,9800.0,146.57,136.46,134.49,137.03,138.6375,3.4851666666,1.44885,19.20744,247.867,2.996,1.42
2018-01-19,225000.0,278500.0,6300.0,153.93,129.31,146.3,140.63,142.5425,3.5097916665,1.473791667,18.7069,247.867,3.028,1.42
2018-01-26,283400.0,387400.0,9100.0,161.99,150.04,147.78,144.68,151.1225,3.5396666668,1.4766166666,18.58742,247.867,3.025,1.42
2018-02-02,282200.0,326900.0,8300.0,158.26,146.97,145.77,138.63,147.4075,3.6041666668,1.4769833334,18.5782,248.991,3.07,1.41
2018-02-09,224300.0,308500.0,7200.0,157.18,153.78,146.74,136.86,148.64,3.6273333334,1.4835333334,18.7514,248.991,3.086,1.42
2018-02-16,238000.0,303100.0,8000.0,152.16,150.86,148.52,138.01,147.3875,3.6696666664,1.4830166666,18.5686,248.991,3.063,1.42
2018-02-23,222100.0,306000.0,5000.0,152.03,141.49,144.56,132.53,142.6525,3.66375000025,1.47425,18.63996,248.991,3.027,1.42
2018-03-02,227800.0,272300.0,9000.0,160.28,141.55,152.61,138.22,148.165,3.7310000000000003,1.452483333,18.79366,249.554,3.007,1.41
2018-03-09,249300.0,339800.0,8800.0,150.72,147.98,141.91,143.56,146.0425,3.8049999999999997,1.4360999998000001,18.699779999999997,249.554,2.992,1.42
2018-03-16,265100.0,311300.0,9100.0,140.94,142.14,135.37,130.76,137.3025,3.8511666668,1.4154166666,18.629179999999998,249.554,2.976,1.42
2018-03-23,194100.0,296500.0,7200.0,149.65,147.78,146.5,135.32,144.8125,3.7555,1.3757500002,18.608420000000002,249.554,2.972,1.43
2018-03-30,164900.0,201900.0,4300.0,133.44,130.66,131.58,121.25,129.2325,3.76812499975,1.3537916665,18.26872,249.554,3.01,1.68
2018-04-06,131900.0,196700.0,5000.0,154.7,133.37,138.36,129.05,138.87,3.8641666666,1.3377833334,18.20836,250.546,3.042,1.68
2018-04-13,205400.0,277300.0,7800.0,141.3,134.27,135.02,133.99,136.145,3.8858333334,1.36655,18.2119,250.546,3.043,1.69
2018-04-20,182800.0,246000.0,8100.0,148.74,137.28,140.48,131.2,139.425,3.815,1.3853500002,18.2178,250.546,3.104,1.69
2018-04-27,234500.0,296200.0,6500.0,142.41,141.85,136.61,137.58,139.6125,3.8335000002,1.3994166668,18.805500000000002,250.546,3.133,1.7
2018-05-04,250300.0,376300.0,6400.0,150.05,143.86,138.32,131.2,140.8575,3.9616666666,1.3970166666000001,19.0107,251.588,3.157,1.7
2018-05-11,216400.0,277100.0,6900.0,141.36,143.44,134.76,132.47,138.0075,3.9428333334000003,1.378483333,19.4433,251.588,3.171,1.7
2018-05-18,190400.0,250900.0,5500.0,146.94,137.12,132.25,129.7,136.5025,3.7101666668,1.3377666665999999,19.71322,251.588,3.239,1.7
2018-05-25,184200.0,242300.0,5100.0,140.93,151.27,132.6,141.37,141.5425,3.5148333332,1.3649833336000001,19.663,251.588,3.277,1.7
2018-06-01,110900.0,178400.0,4100.0,152.61,139.44,133.79,130.96,139.2,3.96270833325,1.4657083334999998,19.79618,251.989,3.288,1.7
2018-06-08,217300.0,258900.0,6100.0,147.09,143.91,137.81,133.58,140.5975,3.8036666668000003,1.4627833332,20.31604,251.989,3.285,1.7
2018-06-15,179900.0,316500.0,3600.0,141.15,124.97,133.58,126.89,131.6475,3.7008333332,1.4563333334,20.69022,251.989,3.266,1.7
2018-06-22,164000.0,246800.0,4700.0,143.71,148.49,139.75,135.57,141.88,3.5454999997999996,1.4884,20.33964,251.989,3.244,1.9
2018-06-29,182800.0,297000.0,3700.0,148.97,145.74,135.05,135.28,141.26,3.5126666666,1.4677333334,19.92698,251.989,3.216,1.92
2018-07-06,17000.0,80300.0,4200.0,150.655,146.055,137.61,137.32999999999998,142.9125,3.44541666675,1.525375,19.4141,252.006,3.236,1.91
2018-07-13,170100.0,604300.0,4700.0,152.34,146.37,140.17,139.38,144.565,3.3733333334,1.5087833331999998,19.016399999999997,252.006,3.243,1.91
2018-07-20,158300.0,242400.0,4900.0,154.82,140.56,142.17,132.36,142.4775,3.4778333334000004,1.5307333334,18.931559999999998,252.006,3.239,1.91
2018-07-27,141600.0,310000.0,4300.0,158.13,154.78,147.61,135.83,149.0875,3.5828333332,1.5249166666,18.73162,252.006,3.22,1.91
2018-08-03,156900.0,254400.0,3000.0,154.81,145.55,145.15,133.04,144.6375,3.6831666665999996,1.5117166666,18.5917,252.146,3.226,1.91
2018-08-10,158200.0,462900.0,3700.0,153.78,155.36,144.63,143.03,149.2,3.6878333333999995,1.5033499998,18.6023,252.146,3.223,1.91
2018-08-17,149500.0,210300.0,4300.0,150.74,144.47,145.14,132.83,143.295,3.6129999998000004,1.4953833334,18.996159999999996,252.146,3.217,1.91
2018-08-24,163700.0,473700.0,2500.0,158.72,145.26,146.12,139.75,147.4625,3.5508333334,1.4922666666,18.91432,252.146,3.207,1.92
2018-08-31,148700.0,206200.0,3900.0,160.88,148.97,142.15,133.9,146.475,3.4418333333999995,1.4951,18.993879999999997,252.146,3.226,1.92
2018-09-07,122200.0,227200.0,3500.0,168.07,150.47,151.34,137.05,151.7325,3.5295833335,1.5173125,19.283839999999998,252.439,3.252,1.91
2018-09-14,184400.0,289600.0,5800.0,159.8,151.2,146.57,138.79,149.09,3.4661666666000004,1.5402833334000001,19.0342,252.439,3.258,1.92
2018-09-21,175800.0,330300.0,5700.0,162.35,156.92,147.39,145.45,153.0275,3.4921666668,1.5626333332,18.813560000000003,252.439,3.268,1.92
2018-09-28,185400.0,234300.0,5900.0,163.31,150.27,147.49,138.64,149.9275,3.6146666668000003,1.5697500002,18.857059999999997,252.439,3.271,1.92
2018-10-05,249600.0,336400.0,6900.0,168.05,155.52,148.44,144.96,154.2425,3.6588333333999996,1.4747833334,18.89212,252.885,3.313,2.18
2018-10-12,195000.0,233600.0,3200.0,158.35,158.27,155.45,139.84,157.3566667,3.6701666666,1.4747833334,18.99242,252.885,3.385,2.18
2018-10-19,270300.0,323400.0,4600.0,157.24,148.36,145.89,134.72,146.5525,3.7306666668,1.5466944446666666,18.9721,252.885,3.394,2.18
2018-10-26,357700.0,431800.0,3300.0,155.73,146.49,144.83,133.03,149.0166667,3.6740000000000004,1.4448666665999998,19.42962,252.885,3.38,2.19
2018-11-02,337800.0,404000.0,6100.0,161.07,151.99,148.0,131.34,148.1,3.6680000002,1.5329666666,20.11968,252.038,3.355,2.2
2018-11-09,329800.0,377300.0,7500.0,163.67,146.6,142.51,133.64,146.605,3.7230000000000003,1.4996,19.96094,252.038,3.338,2.2
2018-11-16,307700.0,368400.0,8000.0,148.94,144.01,137.83,131.01,140.4475,3.6784999998000005,1.48365,20.3234,252.038,3.317,2.19
2018-11-23,97700.0,118200.0,7600.0,149.06333333333333,141.97666666666666,143.83,129.875,139.86624999999998,3.616875,1.4777291665,20.3337,252.038,3.282,2.2
2018-11-30,289500.0,382700.0,7200.0,149.18666666666667,139.94333333333333,149.83,128.74,139.285,3.5974999998,1.4755333334,20.40066,252.038,3.261,2.2
2018-12-07,330400.0,385000.0,5700.0,149.31,137.91,136.72,128.15,138.0225,3.7276666668000003,1.4459833332,20.3919,251.233,3.207,2.2
2018-12-14,257900.0,321000.0,4400.0,153.03,133.79,138.81,119.93,136.39,3.7581666665999998,1.2764833334,20.224,251.233,3.161,2.19
2018-12-21,183800.0,204700.0,5400.0,155.31,150.33,142.47,133.11,145.305,3.8151666665999997,1.4652333332,20.012999999999998,251.233,3.121,2.19
2019-01-04,79300.0,109900.0,1400.0,146.93,144.575,130.1,129.8,138.515,3.7779166665,1.47302083325,19.57756,251.712,3.048,2.4
2019-01-11,366900.0,586300.0,7600.0,145.28,138.82,137.9,126.49,137.1225,3.8045,1.4655166668,19.2381,251.712,3.013,2.4
2019-01-18,267700.0,335100.0,7600.0,148.89,132.17,135.92,123.98,135.24,3.7726666666,1.4345666665999999,18.987720000000003,251.712,2.976,2.4
2019-01-25,186800.0,254400.0,4300.0,141.79,134.29,128.57,130.26,133.7275,3.788125,1.2343166666,19.06946,251.712,2.965,2.4
2019-02-01,210700.0,268100.0,5400.0,145.18,138.35,135.4,127.43,136.59,3.7881666666,1.4269500000000002,19.06936,252.776,2.965,2.4
2019-02-08,259700.0,338100.0,6000.0,147.75,139.45,136.5,133.95,139.4125,3.7848333336000004,1.4373833332000001,19.0791,252.776,2.966,2.4
2019-02-15,259700.0,338100.0,6900.0,140.37,134.66,132.84,130.53,134.6,3.7570000002,1.4385833334,19.2935,252.776,2.966,2.4
2019-02-22,239400.0,310150.0,5000.0,146.64,140.36,132.56,130.18,137.435,3.7331250000000002,1.2419166668,19.2026,252.776,3.006,2.4
2019-03-01,219100.0,282200.0,8700.0,145.26,136.25,137.12,127.88,136.6275,3.66,1.4282833332,19.19782,254.202,3.048,2.4
2019-03-08,204000.0,304300.0,5900.0,147.01,143.28,136.89,135.24,140.605,3.6173333334,1.4170500000000001,19.38808,254.202,3.076,2.4
2019-03-15,206300.0,257100.0,4800.0,137.06,139.36,125.57,127.21,132.3,3.30875,1.4138958335,19.307920000000003,254.202,3.079,2.4
2019-03-22,256100.0,375200.0,8200.0,145.19,141.73,135.76,128.67,137.8375,3.7343333336,1.4236833332,18.967779999999998,254.202,3.07,2.4
2019-03-29,258700.0,329400.0,5700.0,146.62,134.92,137.0,127.91,136.6125,3.7343333332,1.4301833334,19.2454,254.202,3.08,2.41
2019-04-05,233200.0,327200.0,4900.0,146.92,142.74,137.75,136.19,140.9,3.6236666667999997,1.4557666664,19.15914,255.548,3.078,2.42
2019-04-12,190200.0,316800.0,5200.0,155.17,144.54,140.97,133.35,143.5075,3.6049999999999995,1.4583,18.8555,255.548,3.093,2.41
2019-04-19,199400.0,331200.0,6100.0,141.27,151.05,133.57,132.36,139.5625,3.59708333325,1.45570833325,18.82118,255.548,3.118,2.41
2019-04-26,193900.0,268500.0,4100.0,139.2,134.5,131.38,128.46,135.0266667,3.5078333334,1.4732666666,18.94882,255.548,3.147,2.44
2019-05-03,207900.0,297500.0,5300.0,142.31,133.94,133.06,124.56,133.4675,3.5726666668,1.4102666668000001,18.9955,256.092,3.169,2.44
2019-05-10,146800.0,190800.0,4350.0,151.31,146.8,133.09,137.7,142.225,3.5091666668,1.3647333333999998,19.08306,256.092,3.171,2.4
2019-05-17,148900.0,194500.0,3400.0,130.77,135.21,127.38,119.83,128.2975,3.4213333334,1.3519333333999999,19.14114,256.092,3.16,2.38
2019-05-24,130300.0,176600.0,3800.0,139.51,129.83,127.28,132.23,132.2125,3.935,1.3649833334,19.02602,256.092,3.163,2.39
2019-05-31,91200.0,131700.0,2700.0,145.82,132.12,138.16,111.12,131.805,4.243125,1.3983125,19.223959999999998,256.092,3.151,2.38
2019-06-07,164000.0,206400.0,3400.0,142.25,127.45,126.5,116.39,128.1475,4.2071666666,1.3710333332000002,19.63984,256.143,3.136,2.39
2019-06-14,134900.0,237200.0,5600.0,137.27,137.14,127.94,121.01,130.84,4.3081666666,1.3739833332,19.16912,256.143,3.105,2.37
2019-06-21,155900.0,212500.0,4100.0,139.71,129.26,126.04,120.65,128.915,4.4841666668,1.359,19.08546,256.143,3.07,2.37
2019-06-28,156200.0,238000.0,3000.0,141.37,131.51,128.37,122.6,130.9625,4.4155,1.3430833334,19.18658,256.143,3.043,2.38
2019-07-05,24700.0,91100.0,3450.0,139.175,136.745,128.155,124.19,132.06625,4.220416667,1.3771875,19.036520000000003,256.571,3.042,2.4
2019-07-12,135700.0,335500.0,3900.0,136.98,141.98,127.94,125.78,133.17,4.394833333399999,1.4149833332,19.04946,256.571,3.055,2.41
2019-07-19,149400.0,425800.0,4800.0,138.31,137.5,128.59,114.78,129.795,4.3513333333999995,1.4054666666,19.01728,256.571,3.051,2.39
2019-07-26,131200.0,307500.0,2100.0,145.49,133.47,133.91,122.65,133.88,4.2206666668,1.4238166666,19.0647,256.571,3.044,2.41
2019-08-02,148700.0,249100.0,2300.0,141.53,129.72,128.78,124.32,131.0875,4.051333333400001,1.4176333334,19.15488,256.558,3.034,2.4
2019-08-09,154600.0,450100.0,2700.0,142.46,125.05,133.12,123.4,131.0075,4.0621666666000005,1.3983666665999999,19.52188,256.558,3.032,2.13
2019-08-16,104800.0,202800.0,1500.0,140.68,137.76,126.65,123.08500000000001,135.03,3.7101666668,1.3366666666,19.58052,256.558,3.011,2.12
2019-08-23,87400.0,218200.0,2800.0,146.15,134.7,127.25,122.77,132.7175,3.6253333333999995,1.3706166668,19.80668,256.558,2.994,2.13
2019-08-30,150400.0,420800.0,3300.0,144.1,135.08,127.96,124.3,132.86,3.6001666668,1.3753333334,20.0394,256.558,2.983,2.12
2019-09-06,106800.0,179600.0,2000.0,140.12,128.77,124.79,115.29,127.2425,3.47833333325,1.342,19.818559999999998,256.759,2.976,2.13
2019-09-13,176400.0,371900.0,4000.0,141.39,128.85,132.12,120.67,130.7575,3.4926666664000003,1.3506,19.47626,256.759,2.971,2.13
2019-09-20,158500.0,268700.0,4200.0,150.02,136.97,130.7,115.75,133.36,3.7095,1.3890000002,19.41934,256.759,2.987,2.19
2019-09-27,208000.0,306700.0,4000.0,142.6,139.72,122.65,132.52,134.3725,3.729666667,1.41389583325,19.564519999999998,256.759,3.081,1.9
2019-09-27,208000.0,306700.0,4000.0,142.6,139.72,122.65,132.52,134.3725,3.729666667,1.41389583325,19.564519999999998,256.759,3.081,1.9
2019-10-04,192700.0,257600.0,2100.0,150.15,142.78,132.78,127.38,138.2725,3.8704999998,1.4211499998000001,19.69818,257.346,3.066,1.85
2019-10-11,218500.0,299800.0,4500.0,146.07,139.4,133.68,127.58,136.6825,3.9019999998,1.4321333332,19.5024,257.346,3.047,1.82
2019-10-18,274000.0,320100.0,6600.0,151.55,134.44,136.27,124.45,136.6775,3.9398333334,1.4467333333999999,19.20034,257.346,3.051,1.84
2019-10-25,290200.0,356600.0,5600.0,149.5,132.77,140.34,117.93,135.135,3.8796666666,1.4450333334,19.10892,257.346,3.05,1.85
2019-11-01,274600.0,325600.0,3200.0,151.38,142.09,143.21,121.27,139.4875,3.8731666664000004,1.4623333332,19.12936,257.208,3.064,1.83
2019-11-08,360400.0,433900.0,6800.0,151.39,132.13,135.59,127.93,136.76,3.8031666666,1.4754666666,19.14862,257.208,3.062,1.57
2019-11-15,299000.0,354200.0,6500.0,153.33,146.12,132.7,120.77,138.23,3.750277777833334,1.4682666666,19.2504,257.208,3.073,1.55
2019-11-22,323900.0,385600.0,5600.0,156.25,136.91,135.54,126.31,138.7525,3.6878333334000004,1.4499666668,19.3715,257.208,3.074,1.55
2019-11-29,58600.0,84600.0,5250.0,154.45999999999998,140.49,137.04500000000002,129.09,140.27125,3.6822916665000003,1.421875,19.49902,257.208,3.066,1.55
2019-12-06,286900.0,352900.0,4900.0,152.67,144.07,138.55,131.87,141.79,3.7,1.4145333332,19.4441,256.974,3.07,1.56
2019-12-13,347200.0,383500.0,4900.0,153.02,141.97,134.5,126.39,138.97,3.6468333334,1.4258,19.130860000000002,256.974,3.049,1.55
2019-12-20,223000.0,282500.0,4200.0,152.59,144.22,136.93,130.31,141.0125,3.876,1.4501166666,18.93264,256.974,3.046,1.55
2019-12-27,5300.0,21700.0,5366.666666666667,155.81,144.63,138.41,134.05333333333334,143.22583333333333,3.885625,1.4434791665,18.93132,256.974,3.041,1.55
2020-01-03,37900.0,53300.0,6533.333333333334,159.03,145.04,139.89000000000001,137.79666666666665,145.43916666666667,3.88791666675,1.4473958332499999,18.904400000000003,257.971,3.069,1.55
2020-01-10,377500.0,531700.0,7700.0,162.25,145.45,141.37,141.54,147.6525,3.8416666665999997,1.465766667,18.831200000000003,257.971,3.079,1.55
2020-01-17,281400.0,392400.0,6000.0,164.35,150.76,144.15,135.46,148.68,3.8603333334,1.4554666666,18.755720000000004,257.971,3.064,1.54
2020-01-24,220600.0,297000.0,4600.0,164.17,153.39,145.03,136.83,149.855,3.89145833325,1.437020833,18.72976,257.971,3.037,1.55
2020-01-31,253100.0,269900.0,4000.0,158.03,154.81,139.62,131.04,145.875,3.8236666666,1.4144199998000002,18.78398,257.971,3.01,1.55
2020-02-07,186600.0,219400.0,1500.0,149.94,152.725,136.47,132.39499999999998,143.205,3.8068333332,1.3621500002000002,18.6946,258.678,2.956,1.59
2020-02-14,191800.0,226800.0,2200.0,162.23,150.64,143.61,133.75,147.5575,3.8038333336,1.3593333336,18.61746,258.678,2.91,1.58
2020-02-21,240100.0,315100.0,5100.0,151.74,160.64,140.04,141.67,148.5225,3.79791666675,1.4006041665,18.68312,258.678,2.89,1.58
2020-02-28,202700.0,270900.0,4200.0,148.19,152.73,133.77,131.26,141.4875,3.6950000000000003,1.3368333332,19.30818,258.678,2.882,1.58
2020-03-06,179900.0,254200.0,4100.0,143.04,149.91,132.75,135.2,140.225,3.8046666670000002,1.3359333332,19.66476,258.115,2.851,1.51
2020-03-13,198200.0,222100.0,4300.0,126.8,138.68,121.46,116.86,125.95,3.7510000002,1.2335833332,21.3622,258.115,2.814,1.09
2020-03-20,59000.0,85700.0,600.0,126.91,134.78,142.25,131.13,136.0533333,3.4746666664,1.1517666666,23.58742,258.115,2.733,0.74
2020-03-27,87200.0,113400.0,2500.0,127.02,139.14,129.02,122.07,129.3125,3.4601666668,1.1204433334,24.0654,258.115,2.659,0.15
2020-04-03,179100.0,201100.0,4400.0,127.31,124.19,113.74,119.86,121.275,3.3766666668,1.153375,24.177,256.389,2.586,0.09
2020-04-10,112900.0,181100.0,3900.0,128.34,105.48,120.34,118.4,118.14,3.30458333325,1.15460416675,23.96382,256.389,2.548,0.05
2020-04-17,98800.0,195200.0,3400.0,139.05,126.88,120.62,115.29,125.46,3.2446666669999997,1.1700499998,23.7204,256.389,2.507,0.05
2020-04-24,158100.0,222900.0,5800.0,124.1,124.15,110.85,111.98,117.77,3.1531666666,1.1870833334,24.5306,256.389,2.48,0.05
2020-05-01,219200.0,296000.0,5300.0,134.77,120.33,124.62,104.77,121.1225,3.0736666666,1.1954166668,24.2808,256.394,2.437,0.04
2020-05-08,182100.0,295100.0,5100.0,124.77,112.93,117.91,111.02,116.6575,3.1385,1.23415,24.0102,256.394,2.399,0.05
